SANTA CLARA LIGHT RAIL STATION
6:23A
6:38A
6:53A
7:08A
7:23A
7:38A
7:53A
8:08A
8:23A
8:38A
8:53A
9:08A
9:23A
9:38A
9:53A
10:08A
10:23A
10:53A
11:24A
11:54A
12:24P
12:54P
1:24P
1:54P
2:24P
2:54P
3:23P
3:38P
3:52P
4:07P
4:22P
4:37P
4:52P
5:07P
5:23P
5:38P
5:53P
6:08P
6:23P
6:39P
6:54P
7:09P
7:24P
7:39P
7:54P
8:09P
8:24P
8:39P
8:50P
9:13P
9:43P
10:13P
10:43P
11:12P
11:42P
12:37A
